# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2042001	2043272	+	YP_177840.1	WP_003899026.1		PPE family protein PPE29	PPE29	885491	Rv1801	1272	423	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2043384	2044775	+					PPE30	885542	Rv1802	1392		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2043384	2044775	+	YP_177841.1	WP_003409061.1		PPE family protein PPE30	PPE30	885542	Rv1802	1392	463	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2044923	2046842	-					PE_PGRS32	885730	Rv1803c	1920		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2044923	2046842	-	YP_177842.1	WP_003910446.1		PE-PGRS family protein PE_PGRS32	PE_PGRS32	885730	Rv1803c	1920	639	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2047023	2047349	-						885588	Rv1804c	327		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2047023	2047349	-	NP_216320.1	WP_003409065.1		hypothetical protein		885588	Rv1804c	327	108	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2047687	2048034	-						885470	Rv1805c	348		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2047687	2048034	-	NP_216321.1	WP_003902196.1		hypothetical protein		885470	Rv1805c	348	115	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2048072	2048371	+					PE20	885537	Rv1806	300		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2048072	2048371	+	YP_177843.1	WP_003900412.1		PE family protein PE20	PE20	885537	Rv1806	300	99	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2049921	2051150	+					PPE32	885590	Rv1808	1230		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2049921	2051150	+	YP_177844.1	WP_003906680.1		PPE family protein PPE32	PPE32	885590	Rv1808	1230	409	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2051282	2052688	+					PPE33	885555	Rv1809	1407		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2051282	2052688	+	YP_177845.1	WP_003911666.1		PPE family protein PPE33	PPE33	885555	Rv1809	1407	468	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2052933	2053289	+						885591	Rv1810	357		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2052933	2053289	+	NP_216326.1	WP_003409188.1		hypothetical protein		885591	Rv1810	357	118	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2053443	2054147	+					mgtC	885439	Rv1811	705		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2053443	2054147	+	NP_216327.1	WP_003899032.1		Mg2+ transport P-type ATPase MgtC	mgtC	885439	Rv1811	705	234	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2054157	2055359	-						885487	Rv1812c	1203		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2054157	2055359	-	NP_216328.1	WP_003916895.1		dehydrogenase		885487	Rv1812c	1203	400	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2055681	2056112	-						885546	Rv1813c	432		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2055681	2056112	-	NP_216329.1	WP_003409199.1		hypothetical protein		885546	Rv1813c	432	143	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2056521	2057423	+					erg3	885880	Rv1814	903		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2056521	2057423	+	NP_216330.1	WP_003901259.1		membrane-bound C-5 sterol desaturase	erg3	885880	Rv1814	903	300	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2057528	2058193	+						885430	Rv1815	666		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2057528	2058193	+	NP_216331.1	WP_010886132.1		hypothetical protein		885430	Rv1815	666	221	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2058256	2058960	+						885340	Rv1816	705		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2058256	2058960	+	NP_216332.1	WP_003409205.1		HTH-type transcriptional regulator		885340	Rv1816	705	234	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2059595	2061058	+						885548	Rv1817	1464		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2059595	2061058	+	NP_216333.1	WP_003409207.1		flavoprotein		885548	Rv1817	1464	487	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2061178	2062674	-					PE_PGRS33	885551	Rv1818c	1497		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2061178	2062674	-	YP_177846.1	WP_010886133.1		PE-PGRS family protein PE_PGRS33	PE_PGRS33	885551	Rv1818c	1497	498	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2062809	2064728	-					bacA	885539	Rv1819c	1920		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2062809	2064728	-	NP_216335.1	WP_003900416.1		vitamin B12 transport ATP-binding protein BacA	bacA	885539	Rv1819c	1920	639	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2064799	2066442	+					ilvG	885738	Rv1820	1644		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2064799	2066442	+	NP_216336.1	WP_003409218.1		acetolactate synthase large subunit IlvG	ilvG	885738	Rv1820	1644	547	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2066457	2068883	+					secA2	885594	Rv1821	2427		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2066457	2068883	+	NP_216337.1	WP_003409221.1		accessory Sec system translocase SecA2	secA2	885594	Rv1821	2427	808	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2069080	2069709	+					pgsA2	885126	Rv1822	630		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2069080	2069709	+	NP_216338.1	WP_003409227.1		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA2	885126	Rv1822	630	209	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2069702	2070625	+						885547	Rv1823	924		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2069702	2070625	+	NP_216339.1	WP_003901262.1		hypothetical protein		885547	Rv1823	924	307	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2070654	2071019	+						885719	Rv1824	366		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2070654	2071019	+	NP_216340.1	WP_003899037.1		hypothetical protein		885719	Rv1824	366	121	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2071036	2071914	+						885726	Rv1825	879		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2071036	2071914	+	NP_216341.1	WP_003899038.1		hypothetical protein		885726	Rv1825	879	292	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2071952	2072356	+					gcvH	885720	Rv1826	405		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2071952	2072356	+	NP_216342.1	WP_003899040.1		glycine cleavage system protein H	gcvH	885720	Rv1826	405	134	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2072596	2073084	+					garA	885735	Rv1827	489		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2072596	2073084	+	NP_216343.1	WP_003899041.1		glycogen accumulation regulator GarA	garA	885735	Rv1827	489	162	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2073081	2073824	+						885336	Rv1828	744		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2073081	2073824	+	NP_216344.1	WP_003409239.1		HTH-type transcriptional regulator		885336	Rv1828	744	247	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2073943	2074437	+						885743	Rv1829	495		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2073943	2074437	+	NP_216345.1	WP_003409242.1		hypothetical protein		885743	Rv1829	495	164	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2074841	2075518	+						885740	Rv1830	678		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2074841	2075518	+	NP_216346.1	WP_003409244.1		HTH-type transcriptional regulator		885740	Rv1830	678	225	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2075571	2075828	+						885718	Rv1831	258		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2075571	2075828	+	NP_216347.1	WP_003902191.1		hypothetical protein		885718	Rv1831	258	85	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2075877	2078702	+					gcvB	885716	Rv1832	2826		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2075877	2078702	+	NP_216348.1	WP_003900418.1		glycine dehydrogenase	gcvB	885716	Rv1832	2826	941	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2078929	2079789	-						885737	Rv1833c	861		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2078929	2079789	-	NP_216349.1	WP_003409254.1		haloalkane dehalogenase		885737	Rv1833c	861	286	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2079830	2080696	+					lipZ	888761	Rv1834	867		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2079830	2080696	+	NP_216350.1	WP_003409255.1		hydrolase	lipZ	888761	Rv1834	867	288	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2080701	2082587	-						885877	Rv1835c	1887		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2080701	2082587	-	NP_216351.1	WP_003409258.1		serine esterase		885877	Rv1835c	1887	628	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2082603	2084636	-						885707	Rv1836c	2034		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2082603	2084636	-	NP_216352.1	WP_003901265.1		hypothetical protein		885707	Rv1836c	2034	677	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2084756	2086981	-					glcB	885713	Rv1837c	2226		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2084756	2086981	-	NP_216353.1	WP_003409271.1		malate synthase	glcB	885713	Rv1837c	2226	741	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2087257	2087652	-					vapC13	885744	Rv1838c	396		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2087257	2087652	-	NP_216354.1	WP_003409273.1		ribonuclease VapC13	vapC13	885744	Rv1838c	396	131	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2087649	2087912	-					vapB13	885750	Rv1839c	264		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2087649	2087912	-	NP_216355.1	WP_003409276.1		antitoxin VapB13	vapB13	885750	Rv1839c	264	87	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2087971	2089518	-					PE_PGRS34	885753	Rv1840c	1548		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2087971	2089518	-	YP_177847.1	WP_003904712.1		PE-PGRS family protein PE_PGRS34	PE_PGRS34	885753	Rv1840c	1548	515	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2089681	2090718	-						885656	Rv1841c	1038		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2089681	2090718	-	NP_216357.1	WP_003900419.1		hypothetical protein		885656	Rv1841c	1038	345	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2090718	2092085	-						885739	Rv1842c	1368		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2090718	2092085	-	NP_216358.1	WP_003899046.1		hypothetical protein		885739	Rv1842c	1368	455	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2092259	2093698	-					guaB1	885714	Rv1843c	1440		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2092259	2093698	-	NP_216359.1	WP_003902189.1		inosine-5'-monophosphate dehydrogenase	guaB1	885714	Rv1843c	1440	479	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2093731	2095188	-					gnd1	885755	Rv1844c	1458		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2093731	2095188	-	YP_177848.1	WP_003911671.1		6-phosphogluconate dehydrogenase	gnd1	885755	Rv1844c	1458	485	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2095218	2096168	-					blaR	885370	Rv1845c	951		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2095218	2096168	-	NP_216361.1	WP_003409298.1		sensor-transducer protein BlaR	blaR	885370	Rv1845c	951	316	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2096183	2096599	-					blaI	885747	Rv1846c	417		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2096183	2096599	-	NP_216362.1	WP_003409301.1		transcriptional repressor BlaI	blaI	885747	Rv1846c	417	138	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2096877	2097299	+						885734	Rv1847	423		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2096877	2097299	+	NP_216363.1	WP_003899048.1		esterase		885734	Rv1847	423	140	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2097348	2097650	+					ureA	885414	Rv1848	303		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2097348	2097650	+	NP_216364.1	WP_003409305.1		urease subunit gamma	ureA	885414	Rv1848	303	100	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2097647	2097961	+					ureB	885710	Rv1849	315		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2097647	2097961	+	NP_216365.1	WP_003409308.1		urease subunit beta	ureB	885710	Rv1849	315	104	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2097961	2099694	+					ureC	885359	Rv1850	1734		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2097961	2099694	+	NP_216366.1	WP_003899049.1		urease subunit alpha	ureC	885359	Rv1850	1734	577	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2099694	2100329	+					ureF	885532	Rv1851	636		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2099694	2100329	+	NP_216367.1	WP_003899050.1		urease accessory protein UreF	ureF	885532	Rv1851	636	211	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2100340	2101014	+					ureG	885729	Rv1852	675		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2100340	2101014	+	NP_216368.1	WP_003409313.1		urease accessory protein UreG	ureG	885729	Rv1852	675	224	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2101022	2101648	+					ureD	885705	Rv1853	627		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2101022	2101648	+	NP_216369.1	WP_003409315.1		urease accessory protein UreD	ureD	885705	Rv1853	627	208	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2101651	2103042	-					ndh	885746	Rv1854c	1392		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2101651	2103042	-	NP_216370.1	WP_003409317.1		NADH dehydrogenase	ndh	885746	Rv1854c	1392	463	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2103184	2104107	-						885736	Rv1855c	924		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2103184	2104107	-	NP_216371.1	WP_003409319.1		oxidoreductase		885736	Rv1855c	924	307	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2104146	2104823	-						885708	Rv1856c	678		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2104146	2104823	-	NP_216372.1	WP_003409323.1		oxidoreductase		885708	Rv1856c	678	225	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2104985	2105770	+					modA	885655	Rv1857	786		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2104985	2105770	+	NP_216373.1	WP_003409326.1		molybdate ABC transporter substrate-binding lipoprotein ModA	modA	885655	Rv1857	786	261	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2105773	2106567	+					modB	885723	Rv1858	795		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2105773	2106567	+	NP_216374.1	WP_003409329.1		molybdenum ABC transporter permease ModB	modB	885723	Rv1858	795	264	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2106574	2107683	+					modC	885731	Rv1859	1110		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2106574	2107683	+	NP_216375.1	WP_003899051.1		molybdenum ABC transporter ATP-binding protein ModC	modC	885731	Rv1859	1110	369	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2107736	2108713	+					apa	885896	Rv1860	978		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2107736	2108713	+	YP_177849.1	WP_003911690.1		hypothetical protein	apa	885896	Rv1860	978	325	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2109165	2109470	+						885741	Rv1861	306		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2109165	2109470	+	NP_216377.1	WP_003409339.1		transmembrane protein		885741	Rv1861	306	101	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2109544	2110584	+					adhA	885652	Rv1862	1041		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2109544	2110584	+	NP_216378.1	WP_003409345.1		alcohol dehydrogenase A	adhA	885652	Rv1862	1041	346	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2110591	2111361	-						885722	Rv1863c	771		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2110591	2111361	-	NP_216379.1	WP_003899053.1		integral membrane protein		885722	Rv1863c	771	256	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2111354	2112109	-						885800	Rv1864c	756		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2111354	2112109	-	NP_216380.1	WP_003409351.1		hypothetical protein		885800	Rv1864c	756	251	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2112106	2112966	-						885806	Rv1865c	861		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2112106	2112966	-	NP_216381.1	WP_003409355.1		short-chain type dehydrogenase		885806	Rv1865c	861	286	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2113140	2115476	+						885733	Rv1866	2337		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2113140	2115476	+	NP_216382.3	WP_003409358.1		hypothetical protein		885733	Rv1866	2337	778	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2115764	2117248	+						885704	Rv1867	1485		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2115764	2117248	+	NP_216383.1	WP_003409362.1		hypothetical protein		885704	Rv1867	1485	494	
